Camden,Criminal Damage,Arson,2,6,1,4,2,0,5,1,1,1,5,6,,1,2,1,7,3,4,2,1,1,2,2
Camden,Criminal Damage,Criminal Damage To M/V,8,9,4,4,6,8,11,3,9,18,11,18,8,12,10,16,9,6,7,7,6,11,9,6
Camden,Criminal Damage,Criminal Damage To Other Bldg,11,12,16,18,8,7,14,13,13,16,17,17,16,5,12,10,19,9,8,7,14,13,5,14
Camden,Criminal Damage,Criminal Damage To a Dwelling,2,1,6,2,8,2,3,6,2,3,4,4,5,3,3,2,5,2,7,3,8,4,9,4
Camden,Criminal Damage,Other Criminal Damage,30,35,31,36,26,33,23,36,38,29,48,37,37,34,32,45,36,30,25,28,39,33,22,36
Camden,Drugs,Drug Trafficking,1,2,0,2,0,2,0,,1,3,3,2,1,2,2,2,1,3,2,2,2,1,1,
Camden,Drugs,Other Drug Offences,0,0,2,1,0,0,1,2,3,1,,,,,,,1,1,1,,1,,,
Camden,Drugs,Possession Of Drugs,51,32,42,37,37,34,43,22,33,15,23,26,26,22,32,39,33,61,40,35,53,41,28,40
Camden,Fraud or Forgery,Other Fraud & Forgery,1,1,2,0,0,0,2,,,1,1,2,4,1,3,,1,2,1,1,2,1,1,4
Camden,Other Notifiable Offences,Going Equipped,0,1,0,0,0,1,0,1,,1,,,,,1,,1,1,,,,,1,
Camden,Other Notifiable Offences,Other Notifiable,8,12,11,11,9,11,5,20,4,15,12,18,10,15,14,9,8,16,6,15,9,14,9,10
Camden,Robbery,Business Property,5,10,3,4,7,1,1,7,15,11,8,3,4,3,4,11,5,2,9,2,4,4,5,9
Camden,Robbery,Personal Property,47,45,40,36,29,25,22,27,27,46,30,42,55,41,45,55,31,41,43,45,39,61,60,51
Camden,Sexual Offences,Other Sexual,11,11,9,15,8,6,6,15,10,11,15,28,22,13,22,34,23,30,23,27,18,27,21,32
Camden,Sexual Offences,Rape,5,10,3,4,5,3,8,3,5,6,10,1,5,8,9,5,4,10,6,5,9,6,7,4
Camden,Theft and Handling,Handling Stolen Goods,0,2,1,0,4,1,1,1,,1,3,1,2,3,1,2,2,2,,1,2,1,1,
Camden,Theft and Handling,M/V Interference & Tampering,3,17,8,6,1,2,3,4,3,5,5,6,6,5,9,8,1,6,1,6,5,10,8,11
