web-scraper-order,web-scraper-start-url,paginas,producto,producto-href,nombreproducto,precioproducto,unidadesproducto,ubicacionproduto
"1661799808-28","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Micro Machines Niñera Hauler + Carro Pickup Original Hasbro","https://articulo.mercadolibre.com.co/MCO-617118411-micro-machines-ninera-hauler-carro-pickup-original-hasbro-_JM?searchVariation=81955908940#searchVariation=81955908940&position=24&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Micro Machines Niñera Hauler + Carro Pickup Original Hasbro","74.500","null","Kennedy, Bogotá D.C."
"1661799966-88","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula Camión De Colección A Escala 1/50 Mula Contenedor","https://articulo.mercadolibre.com.co/MCO-908779885-tractomula-camion-de-coleccion-a-escala-150-mula-contenedor-_JM?searchVariation=174644877192#searchVariation=174644877192&position=32&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula Camión De Colección A Escala 1/50 Mula Contenedor","109.900","null","Bosa, Bogotá D.C."
"1661799855-47","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Juguete Super Camión Transportador De Autos 42cm + 2 Autos","https://articulo.mercadolibre.com.co/MCO-592035739-juguete-super-camion-transportador-de-autos-42cm-2-autos-_JM?searchVariation=66900748888#searchVariation=66900748888&position=5&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Juguete Super Camión Transportador De Autos 42cm + 2 Autos","23.990","null","Suba, Bogotá D.C."
"1661799901-64","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_101_NoIndex_True","Tractomula Tractocamion Kenworth Escala Coleccion Metalica","https://articulo.mercadolibre.com.co/MCO-584150446-tractomula-tractocamion-kenworth-escala-coleccion-metalica-_JM?searchVariation=64588139952#searchVariation=64588139952&position=6&search_layout=stack&type=item&tracking_id=2ef21afa-6ec8-4663-a454-c4e8c9a9623e","Tractomula Tractocamion Kenworth Escala Coleccion Metalica","79.900","null","Cali, Valle Del Cauca"
"1661800135-151","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Camión De Colección A Escala 1/50 Mula Contenedor","https://articulo.mercadolibre.com.co/MCO-903450307-tractomula-camion-de-coleccion-a-escala-150-mula-contenedor-_JM?searchVariation=174603071399#searchVariation=174603071399&position=18&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Camión De Colección A Escala 1/50 Mula Contenedor","109.900","null","Bosa, Bogotá D.C."
"1661800080-129","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Camión De Colección A Escala International Mula","https://articulo.mercadolibre.com.co/MCO-925030503-tractomula-camion-de-coleccion-a-escala-international-mula-_JM?searchVariation=174812196686#searchVariation=174812196686&position=40&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Camión De Colección A Escala International Mula","149.900","null","Bosa, Bogotá D.C."
"1661799845-43","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Tractomula Fricción Con 4 Carros Niñera Juguetes Niños","https://articulo.mercadolibre.com.co/MCO-497349519-tractomula-friccion-con-4-carros-ninera-juguetes-ninos-_JM#position=9&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Tractomula Fricción Con 4 Carros Niñera Juguetes Niños","30.000","(44 disponibles)","Santa Fe, Bogotá D.C."
"1661799744-4","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","First Gear Tractomula Thermo King Freighliner Llc 2002 214","https://articulo.mercadolibre.com.co/MCO-843074694-first-gear-tractomula-thermo-king-freighliner-llc-2002-214-_JM?searchVariation=174020474742#searchVariation=174020474742&position=47&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","First Gear Tractomula Thermo King Freighliner Llc 2002 214","550.000","null","Engativá, Bogotá D.C."
"1661800097-136","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Transformers De Colección A Escala Optimus Prime","https://articulo.mercadolibre.com.co/MCO-908857290-tractomula-transformers-de-coleccion-a-escala-optimus-prime-_JM?searchVariation=174645372965#searchVariation=174645372965&position=33&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Transformers De Colección A Escala Optimus Prime","34.900","null","Bosa, Bogotá D.C."
"1661799848-44","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Kenworth Tracto Mula Tractomula Camion A Escala De Coleccion","https://articulo.mercadolibre.com.co/MCO-580823033-kenworth-tracto-mula-tractomula-camion-a-escala-de-coleccion-_JM?searchVariation=63279325566#searchVariation=63279325566&position=8&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Kenworth Tracto Mula Tractomula Camion A Escala De Coleccion","119.900","null","Cali, Valle Del Cauca"
"1661799918-70","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula Camión De Colección A Escala 1/64 Harley Davidson","https://articulo.mercadolibre.com.co/MCO-826366679-tractomula-camion-de-coleccion-a-escala-164-harley-davidson-_JM?searchVariation=173860897356#searchVariation=173860897356&position=50&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula Camión De Colección A Escala 1/64 Harley Davidson","84.900","null","Bosa, Bogotá D.C."
"1661799913-69","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_101_NoIndex_True","Tractomula Camión De Colección A Escala 1/68 Kenworth T700","https://articulo.mercadolibre.com.co/MCO-868591761-tractomula-camion-de-coleccion-a-escala-168-kenworth-t700-_JM?searchVariation=174289253906#searchVariation=174289253906&position=1&search_layout=stack&type=item&tracking_id=2ef21afa-6ec8-4663-a454-c4e8c9a9623e","Tractomula Camión De Colección A Escala 1/68 Kenworth T700","59.900","null","Bosa, Bogotá D.C."
"1661800090-133","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Niñera A Escala 1/50 Con Carros Básicos Camión Tractomula","https://articulo.mercadolibre.com.co/MCO-826351119-ninera-a-escala-150-con-carros-basicos-camion-tractomula-_JM?searchVariation=173858769778#searchVariation=173858769778&position=36&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Niñera A Escala 1/50 Con Carros Básicos Camión Tractomula","149.900","null","Rafael Uribe Uribe, Bogotá D.C."
"1661800104-139","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Camión De Colección A Escala Mula Contenedor","https://articulo.mercadolibre.com.co/MCO-910324357-tractomula-camion-de-coleccion-a-escala-mula-contenedor-_JM?searchVariation=174659793673#searchVariation=174659793673&position=30&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Camión De Colección A Escala Mula Contenedor","109.900","null","Bosa, Bogotá D.C."
"1661799891-60","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_101_NoIndex_True","Tanque Cisterna Esso Majorette France Para Tractomula","https://articulo.mercadolibre.com.co/MCO-475931751-tanque-cisterna-esso-majorette-france-para-tractomula-_JM?searchVariation=70670795447#searchVariation=70670795447&position=10&search_layout=stack&type=item&tracking_id=2ef21afa-6ec8-4663-a454-c4e8c9a9623e","Tanque Cisterna Esso Majorette France Para Tractomula","99.900","null","Cali, Valle Del Cauca"
"1661800176-167","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Carros Impulso Cars Metalicos Mula Niñera Rayo Mcqueen","https://articulo.mercadolibre.com.co/MCO-871092697-carros-impulso-cars-metalicos-mula-ninera-rayo-mcqueen-_JM?searchVariation=174311145044#searchVariation=174311145044&position=1&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Carros Impulso Cars Metalicos Mula Niñera Rayo Mcqueen","72.000","null","Antonio Nariño, Bogotá D.C."
"1661800072-126","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Camión Mula De Colección A Escala","https://articulo.mercadolibre.com.co/MCO-808370567-tractomula-camion-mula-de-coleccion-a-escala-_JM?searchVariation=173647028773#searchVariation=173647028773&position=43&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Camión Mula De Colección A Escala","149.900","null","Bosa, Bogotá D.C."
"1661800067-124","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Camión Cisterna De Colección A Escala Mula","https://articulo.mercadolibre.com.co/MCO-909975094-tractomula-camion-cisterna-de-coleccion-a-escala-mula-_JM?searchVariation=174658669965#searchVariation=174658669965&position=45&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Camión Cisterna De Colección A Escala Mula","149.900","null","Bosa, Bogotá D.C."
