web-scraper-order,web-scraper-start-url,paginas,producto,producto-href,nombreproducto,precioproducto,unidadesproducto,ubicacionproduto
"1661799976-92","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula De Colección A Escala 1/87 Iveco Ferrari Camión","https://articulo.mercadolibre.com.co/MCO-826689239-tractomula-de-coleccion-a-escala-187-iveco-ferrari-camion-_JM?searchVariation=173860119338#searchVariation=173860119338&position=28&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula De Colección A Escala 1/87 Iveco Ferrari Camión","29.900","null","Bosa, Bogotá D.C."
"1661800173-166","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Freightliner Cascadia Blanca, Escala 1:68, Welly","https://articulo.mercadolibre.com.co/MCO-603203130-tractomula-freightliner-cascadia-blanca-escala-168-welly-_JM?searchVariation=73733581752#searchVariation=73733581752&position=3&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Freightliner Cascadia Blanca, Escala 1:68, Welly","55.500","null","¡Es uno de los mejores del sitio!"
"1661800039-114","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomulas Metálica Contenedor De Colección Escala 1:50","https://articulo.mercadolibre.com.co/MCO-584064718-tractomulas-metalica-contenedor-de-coleccion-escala-150-_JM?searchVariation=67924944074#searchVariation=67924944074&position=6&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomulas Metálica Contenedor De Colección Escala 1:50","119.900","(3 disponibles)","Martires, Bogotá D.C."
"1661799761-11","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Tractomula Lanzador Carros Caja","https://articulo.mercadolibre.com.co/MCO-920629211-tractomula-lanzador-carros-caja-_JM?searchVariation=174768767755#searchVariation=174768767755&position=41&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Tractomula Lanzador Carros Caja","114.480","(141 disponibles)","null"
"1661799893-61","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_101_NoIndex_True","Tractomula Kenworth Coleccion Matchbox 1983 Escala 7cm Largo","https://articulo.mercadolibre.com.co/MCO-474286700-tractomula-kenworth-coleccion-matchbox-1983-escala-7cm-largo-_JM?searchVariation=65679276141#searchVariation=65679276141&position=9&search_layout=stack&type=item&tracking_id=2ef21afa-6ec8-4663-a454-c4e8c9a9623e","Tractomula Kenworth Coleccion Matchbox 1983 Escala 7cm Largo","79.900","null","Cali, Valle Del Cauca"
"1661799994-99","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula Camión De Colección A Kenworth W900 Mula","https://articulo.mercadolibre.com.co/MCO-911185904-tractomula-camion-de-coleccion-a-kenworth-w900-mula-_JM?searchVariation=174670079740#searchVariation=174670079740&position=21&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula Camión De Colección A Kenworth W900 Mula","149.900","null","Bosa, Bogotá D.C."
"1661800152-158","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Kenworth De Colección A Escala 1/68 Camión","https://articulo.mercadolibre.com.co/MCO-808889044-tractomula-kenworth-de-coleccion-a-escala-168-camion-_JM?searchVariation=173658211973#searchVariation=173658211973&position=11&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Kenworth De Colección A Escala 1/68 Camión","59.900","null","Bosa, Bogotá D.C."
"1661800009-105","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Majorette, Tractomula Volvo, Doble Contenedor, Escala 1/72,","https://articulo.mercadolibre.com.co/MCO-859167103-majorette-tractomula-volvo-doble-contenedor-escala-172-_JM?searchVariation=174221270226#searchVariation=174221270226&position=15&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Majorette, Tractomula Volvo, Doble Contenedor, Escala 1/72,","43.700","null","Engativá, Bogotá D.C."
"1661799960-86","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula Peterbilt 379, Escala 1/32, Newray, 56cms Largo.","https://articulo.mercadolibre.com.co/MCO-892708845-tractomula-peterbilt-379-escala-132-newray-56cms-largo-_JM?searchVariation=174501777357#searchVariation=174501777357&position=34&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula Peterbilt 379, Escala 1/32, Newray, 56cms Largo.","239.000","null","Engativá, Bogotá D.C."
"1661800122-146","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Kenworth De Colección A Escala + 4 Carros Camión","https://articulo.mercadolibre.com.co/MCO-857719099-tractomula-kenworth-de-coleccion-a-escala-4-carros-camion-_JM?searchVariation=174184795012#searchVariation=174184795012&position=23&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Kenworth De Colección A Escala + 4 Carros Camión","99.900","null","Bosa, Bogotá D.C."
"1661799769-14","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Cabezote Freightliner Cascadia,  Escala 1/32, Welly, 27cms.","https://articulo.mercadolibre.com.co/MCO-944944739-cabezote-freightliner-cascadia-escala-132-welly-27cms-_JM?searchVariation=175052492382#searchVariation=175052492382&position=38&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Cabezote Freightliner Cascadia,  Escala 1/32, Welly, 27cms.","135.000","null","Engativá, Bogotá D.C."
"1661799739-2","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Tractomula En Mdf","https://articulo.mercadolibre.com.co/MCO-920402520-tractomula-en-mdf-_JM?searchVariation=174768161251#searchVariation=174768161251&position=49&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Tractomula En Mdf","385.000","(3 disponibles)","Ipiales, Nariño"
"1661799797-24","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Tractomula Man Tga Xxl Yate Escala Coleccion Marca Majorette","https://articulo.mercadolibre.com.co/MCO-860957245-tractomula-man-tga-xxl-yate-escala-coleccion-marca-majorette-_JM?searchVariation=174209148144#searchVariation=174209148144&position=28&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Tractomula Man Tga Xxl Yate Escala Coleccion Marca Majorette","85.000","null","Teusaquillo, Bogotá D.C."
"1661799748-6","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Tractomula Trailer Volvo Majorette 20 Cm","https://articulo.mercadolibre.com.co/MCO-868345565-tractomula-trailer-volvo-majorette-20-cm-_JM?searchVariation=174288225512#searchVariation=174288225512&position=45&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Tractomula Trailer Volvo Majorette 20 Cm","38.000","null","Engativá, Bogotá D.C."
"1661800087-132","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Camión Cisterna De Colección A Escala  Mula","https://articulo.mercadolibre.com.co/MCO-910322233-tractomula-camion-cisterna-de-coleccion-a-escala-mula-_JM?searchVariation=174659427593#searchVariation=174659427593&position=37&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Camión Cisterna De Colección A Escala  Mula","149.900","null","Bosa, Bogotá D.C."
"1661799772-15","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Niñera Freightliner Classic Xl, Escala 1/32, Newray, 60cms.","https://articulo.mercadolibre.com.co/MCO-941965604-ninera-freightliner-classic-xl-escala-132-newray-60cms-_JM?searchVariation=175006278145#searchVariation=175006278145&position=37&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Niñera Freightliner Classic Xl, Escala 1/32, Newray, 60cms.","239.000","null","Engativá, Bogotá D.C."
"1661799775-16","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Mula Iveco Ducati, Escala 1/87 , De Coleccion","https://articulo.mercadolibre.com.co/MCO-606924333-mula-iveco-ducati-escala-187-de-coleccion-_JM?searchVariation=76039880666#searchVariation=76039880666&position=36&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Mula Iveco Ducati, Escala 1/87 , De Coleccion","55.000","null","Teusaquillo, Bogotá D.C."
"1661799794-23","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","International Lonestar, Escala 1:32, 55cms Largo, New Ray.","https://articulo.mercadolibre.com.co/MCO-864894861-international-lonestar-escala-132-55cms-largo-new-ray-_JM?searchVariation=174256320064#searchVariation=174256320064&position=29&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","International Lonestar, Escala 1:32, 55cms Largo, New Ray.","239.000","null","Engativá, Bogotá D.C."
"1661800165-163","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomulas Metálica Contenedor De Colección Escala 1:50","https://articulo.mercadolibre.com.co/MCO-584064718-tractomulas-metalica-contenedor-de-coleccion-escala-150-_JM?searchVariation=67924944074#searchVariation=67924944074&position=6&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomulas Metálica Contenedor De Colección Escala 1:50","119.900","(3 disponibles)","Martires, Bogotá D.C."
"1661800049-117","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula Freightliner Cascadia Blanca, Escala 1:68, Welly","https://articulo.mercadolibre.com.co/MCO-603203130-tractomula-freightliner-cascadia-blanca-escala-168-welly-_JM?searchVariation=73733581752#searchVariation=73733581752&position=3&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula Freightliner Cascadia Blanca, Escala 1:68, Welly","55.500","null","¡Es uno de los mejores del sitio!"
"1661799906-66","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_101_NoIndex_True","Tractomula Camión Cisterna De Colección A Escala Mula","https://articulo.mercadolibre.com.co/MCO-934945897-tractomula-camion-cisterna-de-coleccion-a-escala-mula-_JM?searchVariation=174923478254#searchVariation=174923478254&position=4&search_layout=stack&type=item&tracking_id=2ef21afa-6ec8-4663-a454-c4e8c9a9623e","Tractomula Camión Cisterna De Colección A Escala Mula","59.900","null","Bosa, Bogotá D.C."
"1661800140-153","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Camión De Colección A Escala Kenworth W900","https://articulo.mercadolibre.com.co/MCO-911264688-tractomula-camion-de-coleccion-a-escala-kenworth-w900-_JM?searchVariation=174670244741#searchVariation=174670244741&position=16&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Camión De Colección A Escala Kenworth W900","149.900","null","Bosa, Bogotá D.C."
"1661799879-55","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_101_NoIndex_True","Camion Tractomula Ford Aeromax Escala 8cm Coleccion Matchbox","https://articulo.mercadolibre.com.co/MCO-474576404-camion-tractomula-ford-aeromax-escala-8cm-coleccion-matchbox-_JM?searchVariation=65334004771#searchVariation=65334004771&position=15&search_layout=stack&type=item&tracking_id=2ef21afa-6ec8-4663-a454-c4e8c9a9623e","Camion Tractomula Ford Aeromax Escala 8cm Coleccion Matchbox","79.900","null","Cali, Valle Del Cauca"
"1661799958-85","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula Roja Kenworth T700, 32cms De Largo, Metalica","https://articulo.mercadolibre.com.co/MCO-507012935-tractomula-roja-kenworth-t700-32cms-de-largo-metalica-_JM?searchVariation=42807972161#searchVariation=42807972161&position=35&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula Roja Kenworth T700, 32cms De Largo, Metalica","53.700","null","Engativá, Bogotá D.C."
"1661799818-32","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Tractomula Mercedes Benz Acros, 35cms Largo, Escala 1/43.","https://articulo.mercadolibre.com.co/MCO-836600521-tractomula-mercedes-benz-acros-35cms-largo-escala-143-_JM?searchVariation=173953619695#searchVariation=173953619695&position=20&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Tractomula Mercedes Benz Acros, 35cms Largo, Escala 1/43.","159.700","(3 disponibles)","Engativá, Bogotá D.C."
"1661800070-125","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Camión Cisterna De Colección A Escala Mula","https://articulo.mercadolibre.com.co/MCO-934901514-tractomula-camion-cisterna-de-coleccion-a-escala-mula-_JM?searchVariation=174923170973#searchVariation=174923170973&position=44&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Camión Cisterna De Colección A Escala Mula","59.900","null","Bosa, Bogotá D.C."
"1661800045-116","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula Iveco Equipo Ducati/ Moto Gp/ Escala 1:87/ 18cms.","https://articulo.mercadolibre.com.co/MCO-578363259-tractomula-iveco-equipo-ducati-moto-gp-escala-187-18cms-_JM?searchVariation=64061502718#searchVariation=64061502718&position=4&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula Iveco Equipo Ducati/ Moto Gp/ Escala 1:87/ 18cms.","22.700","null","¡Es uno de los mejores del sitio!"
"1661799766-13","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Racing Champions Tractomulas Nascar 1/64 Diecast","https://articulo.mercadolibre.com.co/MCO-626396836-racing-champions-tractomulas-nascar-164-diecast-_JM#position=39&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Racing Champions Tractomulas Nascar 1/64 Diecast","100.000","(4 disponibles)","Engativá, Bogotá D.C."
"1661799989-97","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula Kenworth De Colección A Escala + 4 Carros Camión","https://articulo.mercadolibre.com.co/MCO-857719099-tractomula-kenworth-de-coleccion-a-escala-4-carros-camion-_JM?searchVariation=174184795012#searchVariation=174184795012&position=23&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula Kenworth De Colección A Escala + 4 Carros Camión","99.900","null","Bosa, Bogotá D.C."
"1661799886-58","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_101_NoIndex_True","Pixar Cars 2 Tractomula Mack Hauler Y Carro Rayo Mcqueen","https://articulo.mercadolibre.com.co/MCO-818502037-pixar-cars-2-tractomula-mack-hauler-y-carro-rayo-mcqueen-_JM?searchVariation=173777409949#searchVariation=173777409949&position=12&search_layout=stack&type=item&tracking_id=2ef21afa-6ec8-4663-a454-c4e8c9a9623e","Pixar Cars 2 Tractomula Mack Hauler Y Carro Rayo Mcqueen","129.900","null","Engativá, Bogotá D.C."
"1661799929-74","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula De Colección A Escala 1/87 Iveco Ferrari","https://articulo.mercadolibre.com.co/MCO-826659219-tractomula-de-coleccion-a-escala-187-iveco-ferrari-_JM?searchVariation=173860203880#searchVariation=173860203880&position=46&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula De Colección A Escala 1/87 Iveco Ferrari","29.900","null","Bosa, Bogotá D.C."
"1661799889-59","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_101_NoIndex_True","Camion Tractomula Mack Ch600 Escala 7cm Coleccion Matchbox","https://articulo.mercadolibre.com.co/MCO-474577014-camion-tractomula-mack-ch600-escala-7cm-coleccion-matchbox-_JM?searchVariation=92195934725#searchVariation=92195934725&position=11&search_layout=stack&type=item&tracking_id=2ef21afa-6ec8-4663-a454-c4e8c9a9623e","Camion Tractomula Mack Ch600 Escala 7cm Coleccion Matchbox","79.900","null","Cali, Valle Del Cauca"
"1661800138-152","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula De Fricción Con 4 Carros Niñera Juguetes Niños","https://articulo.mercadolibre.com.co/MCO-497350923-tractomula-de-friccion-con-4-carros-ninera-juguetes-ninos-_JM#position=17&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula De Fricción Con 4 Carros Niñera Juguetes Niños","35.000","(5 disponibles)","Santa Fe, Bogotá D.C."
"1661799898-63","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_101_NoIndex_True","Tractomula Kenworth Coleccion Matchbox Escala 7cm Largo","https://articulo.mercadolibre.com.co/MCO-474286690-tractomula-kenworth-coleccion-matchbox-escala-7cm-largo-_JM?searchVariation=65679119709#searchVariation=65679119709&position=7&search_layout=stack&type=item&tracking_id=2ef21afa-6ec8-4663-a454-c4e8c9a9623e","Tractomula Kenworth Coleccion Matchbox Escala 7cm Largo","79.900","null","Cali, Valle Del Cauca"
"1661800085-131","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Camión De Colección A Escala Kenworth Cama Baja","https://articulo.mercadolibre.com.co/MCO-924232241-tractomula-camion-de-coleccion-a-escala-kenworth-cama-baja-_JM?searchVariation=174803580777#searchVariation=174803580777&position=38&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Camión De Colección A Escala Kenworth Cama Baja","149.900","null","Bosa, Bogotá D.C."
"1661800051-118","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Carros Impulso Cars Metalicos Mula Niñera Rayo Mcqueen","https://articulo.mercadolibre.com.co/MCO-871092697-carros-impulso-cars-metalicos-mula-ninera-rayo-mcqueen-_JM?searchVariation=174311145044#searchVariation=174311145044&position=1&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Carros Impulso Cars Metalicos Mula Niñera Rayo Mcqueen","72.000","null","Antonio Nariño, Bogotá D.C."
"1661800082-130","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula De Colección A Escala 1/64 Harley Davidson Camion","https://articulo.mercadolibre.com.co/MCO-826210572-tractomula-de-coleccion-a-escala-164-harley-davidson-camion-_JM?searchVariation=173857159675#searchVariation=173857159675&position=39&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula De Colección A Escala 1/64 Harley Davidson Camion","89.900","null","Bosa, Bogotá D.C."
"1661800160-161","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula Fricción Con 3 Carros De Construcción  Juguete","https://articulo.mercadolibre.com.co/MCO-843768959-tractomula-friccion-con-3-carros-de-construccion-juguete-_JM?searchVariation=174026603664#searchVariation=174026603664&position=8&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula Fricción Con 3 Carros De Construcción  Juguete","75.000","(100 disponibles)","Santa Fe, Bogotá D.C."
"1661799843-42","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Carro Tractomula Con Dinosaurios Y Arboles Juguete Niño","https://articulo.mercadolibre.com.co/MCO-842672681-carro-tractomula-con-dinosaurios-y-arboles-juguete-nino-_JM?searchVariation=174016252954#searchVariation=174016252954&position=10&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Carro Tractomula Con Dinosaurios Y Arboles Juguete Niño","65.000","(50 disponibles)","Santa Fe, Bogotá D.C."
"1661799948-81","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula De Colección A Escala 1/64 Harley Davidson Camion","https://articulo.mercadolibre.com.co/MCO-826210572-tractomula-de-coleccion-a-escala-164-harley-davidson-camion-_JM?searchVariation=173857159675#searchVariation=173857159675&position=39&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula De Colección A Escala 1/64 Harley Davidson Camion","89.900","null","Bosa, Bogotá D.C."
"1661799896-62","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_101_NoIndex_True","Tanque Cisterna Texaco Majorette France Para Tractomula","https://articulo.mercadolibre.com.co/MCO-475931776-tanque-cisterna-texaco-majorette-france-para-tractomula-_JM#position=8&search_layout=stack&type=item&tracking_id=2ef21afa-6ec8-4663-a454-c4e8c9a9623e","Tanque Cisterna Texaco Majorette France Para Tractomula","99.900","null","Cali, Valle Del Cauca"
"1661799979-93","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula Camión Mula De Colección A Escala 1/50","https://articulo.mercadolibre.com.co/MCO-807966545-tractomula-camion-mula-de-coleccion-a-escala-150-_JM?searchVariation=173643205000#searchVariation=173643205000&position=27&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula Camión Mula De Colección A Escala 1/50","149.900","null","Bosa, Bogotá D.C."
"1661800157-160","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","","Tractomula De Colección A Escala Transformers Optimus Prime","https://articulo.mercadolibre.com.co/MCO-865785876-tractomula-de-coleccion-a-escala-transformers-optimus-prime-_JM?searchVariation=174265675697#searchVariation=174265675697&position=9&search_layout=stack&type=item&tracking_id=ac2563ff-7ff4-40f7-8a21-654ffb87d2d9","Tractomula De Colección A Escala Transformers Optimus Prime","39.900","null","Bosa, Bogotá D.C."
"1661799833-38","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Camion International Tractomula Coleccion A Escala","https://articulo.mercadolibre.com.co/MCO-863399503-camion-international-tractomula-coleccion-a-escala-_JM?searchVariation=174235029012#searchVariation=174235029012&position=14&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Camion International Tractomula Coleccion A Escala","290.000","null","Itaguí, Antioquia"
"1661799813-30","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_Desde_51_NoIndex_True","Tractomula Kenworth W900, Escala 1/32, Newray, 56cms Largo.","https://articulo.mercadolibre.com.co/MCO-909207420-tractomula-kenworth-w900-escala-132-newray-56cms-largo-_JM?searchVariation=174650649136#searchVariation=174650649136&position=22&search_layout=stack&type=item&tracking_id=8b1b08f0-24a5-4f8d-8281-67441822129c","Tractomula Kenworth W900, Escala 1/32, Newray, 56cms Largo.","239.000","null","Engativá, Bogotá D.C."
"1661799992-98","https://listado.mercadolibre.com.co/tractomula-juguete#D[A:tractomula%20juguete]","https://listado.mercadolibre.com.co/juegos-juguetes/vehiculos-juguete/vehiculos-escala/tractomula-juguete_NoIndex_True","Tractomula De Colección A Escala 1/87 Iveco Ducati Mula","https://articulo.mercadolibre.com.co/MCO-815543039-tractomula-de-coleccion-a-escala-187-iveco-ducati-mula-_JM?searchVariation=173743930680#searchVariation=173743930680&position=22&search_layout=stack&type=item&tracking_id=669f027a-e2f1-4664-91e6-204fafc9786e","Tractomula De Colección A Escala 1/87 Iveco Ducati Mula","29.900","null","Bosa, Bogotá D.C."
