web-scraper-order,web-scraper-start-url,NombreAudifonos,NombreAudifonos-href,NombreProducto,PrecioProducto,VendedorProducto,UnidadesDisponiblesProducto
"1661381524-19","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos in-ear inalámbricos Xiaomi Redmi AirDots 3 rosa","https://www.mercadolibre.com.co/audifonos-in-ear-inalambricos-xiaomi-redmi-airdots-3-rosa/p/MCO17976465#searchVariation=MCO17976465&position=38&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos in-ear inalámbricos Xiaomi Redmi AirDots 3 rosa","160.999","NETZON_SONIDO COMERCIALIZADORA","(19 disponibles)"
"1661381530-21","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos in-ear inalámbricos Lenovo LivePods LP1 blanco y negro","https://www.mercadolibre.com.co/audifonos-in-ear-inalambricos-lenovo-livepods-lp1-blanco-y-negro/p/MCO16239941#searchVariation=MCO16239941&position=36&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos in-ear inalámbricos Lenovo LivePods LP1 blanco y negro","75.000","WAYKER STORE","(4 disponibles)"
"1661381493-8","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos in-ear inalámbricos Lenovo LivePods LP1 negro","https://www.mercadolibre.com.co/audifonos-in-ear-inalambricos-lenovo-livepods-lp1-negro/p/MCO16999681#searchVariation=MCO16999681&position=49&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos in-ear inalámbricos Lenovo LivePods LP1 negro","77.900","TWISTERSHOPSAS","(7 disponibles)"
"1661381532-22","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos in-ear inalámbricos Huawei FreeBuds 4i ceramic white","https://www.mercadolibre.com.co/audifonos-in-ear-inalambricos-huawei-freebuds-4i-ceramic-white/p/MCO17799548#searchVariation=MCO17799548&position=35&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos in-ear inalámbricos Huawei FreeBuds 4i ceramic white","299.900","TECNOJMGSOLUCIONES","(7 disponibles)"
"1661381552-29","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos in-ear gamer inalámbricos Xiaomi Redmi Buds 3 Lite blanco","https://www.mercadolibre.com.co/audifonos-in-ear-gamer-inalambricos-xiaomi-redmi-buds-3-lite-blanco/p/MCO19031224#searchVariation=MCO19031224&position=28&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos in-ear gamer inalámbricos Xiaomi Redmi Buds 3 Lite blanco","111.995","MUNDONET2513","(24 disponibles)"
"1661381596-45","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos in-ear inalámbricos i7S TWS blanco","https://www.mercadolibre.com.co/audifonos-in-ear-inalambricos-i7s-tws-blanco/p/MCO15833648#searchVariation=MCO15833648&position=12&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos in-ear inalámbricos i7S TWS blanco","21.900","WWW.8VENTAS.COM","(43 disponibles)"
"1661381558-31","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos in-ear gamer inalámbricos Xiaomi Redmi AirDots 3 Pro negro grafito","https://www.mercadolibre.com.co/audifonos-in-ear-gamer-inalambricos-xiaomi-redmi-airdots-3-pro-negro-grafito/p/MCO18446996#searchVariation=MCO18446996&position=26&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos in-ear gamer inalámbricos Xiaomi Redmi AirDots 3 Pro negro grafito","269.000","DUZO7477153","(2 disponibles)"
"1661381569-35","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos in-ear inalámbricos Samsung Galaxy Buds2 negro","https://www.mercadolibre.com.co/audifonos-in-ear-inalambricos-samsung-galaxy-buds2-negro/p/MCO18358434#searchVariation=MCO18358434&position=22&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos in-ear inalámbricos Samsung Galaxy Buds2 negro","270.713","COMPU-ELECTRO1","(7 disponibles)"
"1661381616-52","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos gamer inalámbricos Logitech G Series G733 negro con luz  rgb LED","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=eQnpqM1TSvGztoiVEziEP1xOyQjtmAFrZ%2FoLalkAizv5sfRv30y5u9glLx99Hp1UCK02H08GheAkmpLorqHLKvCj%2Bx4WUdgx%2Fok0Tq%2Bf8SRFvEh2%2FOBdzcbWHalRQcEDh3CGKE1eyZL%2F7oeNDc%2FUl46wj9bm6%2FX8J%2B42BxopoQVds5CjiM64c2AN5xyjbsCsNDMbVX6Hi2GP4j8emT1%2BuwKYA9wMMo9BXdp3ALuwzcNTD7uNq78Q1OVcSiYeaniVOMOxi1z3Ulm5mmVC8ioE%2FihwbeyXFfmfrNBR7BBzRX6BeLQXgtzJyScgpVWbqG6V3UYFwlpbawTk9%2FrQTqIvGdOLkhsUWvnRurQvh0PEbgen8uTpG8dItTTnjVuvRZOyjKvhgnis78V1fW%2FL5S5L2UH4TlP0QXS5sMGPMuEELi2L%2FPoGXAXjLpfAvtOSjKRN382CqchYN19vfMYm%2FwZ923sfWW65aSRCRG8Xkqk4V2Pd7IEistyoAvOkhPzaVEO2aEIhd2ITi%2FdwgBy0hzW4mpOee7PJMCKuXucH2B5AZzt1274u5LciWDUVsNyV517DLhFEwx9IHkWcXazPu1pP3hwovaYSZ9UXed5KkoiRPv8PFy0QqcaQowYvLhXtPGnnQZgk1TaarJznCklBLYWK2k4IHYSTzESeJNwCJ4fCWIY1MjGb6Y%2BdwidIcNGCitCl7QaVKE02isv%2BWM%2Fz3hTq3ivhiSMTV%2Bell3ElyXbATF4r5EGm5MsvlKI%3D&rb=x","Audífonos gamer inalámbricos Logitech G Series G733 negro con luz  rgb LED","655.000","TAURET.COMPUTADORES","null"
"1661381544-26","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Manos Libres Auricular Bluetooth 24 Horas De Batería","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=7voWdJdGWfaMzk7m41lrAMaA8JqorRbbMKXpR%2B1xkkXyM9lRa%2BBytfpFB0MtwCWt0XHcWpjR7FZF60%2B69ZV64DeeE0G0eJ5rKbTs56Ig5d5Vbq0%2BpU4zqUfyhTjZem94rGAD8y3Is3MSm44OdMOesc0z098YvQTb3wqWFyoW6WfR6rbZfYP%2BZN%2FTCrUTiGtpa7wlQALn5TGwP7zpLrhovtGVHpQyvk%2BkUYxLK9DmE7%2Bm7DUwD8EPwFFMfK2kTYTC%2FvdXZ%2BqlNL8mg8yL08diCbLiKNZaY3QHSNjEci1NiYAjud7U8Lv7o3MOnLX0ItrmMV0V4wc7IQM%2Bc9qFRuUiuQnH%2BZ7bW3zDVZtHJCX3RQ%2FjwZ43zvf3mFPU%2Feq7v3Lw2z2kF0UcVMetOLJa9aQsvPxth3IUz%2B3ldRjaqWUHNCnBASejTLPazhIMh7w%2FHyjWT7HHunyEAX4cSVH2edG40F9ZQLlV7OnVUEOOnV%2B9D0vUf8MwrYcE7bp9nbiDNYF6az%2BIJfTttREf7efjV%2BTrlU6kDD2tsTCNXATqTlx5n3TmdL2%2FhEitKOFuA27KsUuE2iD2OF9OaeCwSkWyF7zaP1FvuTgQlvCh4FqnJYPz7NJqhLFLk7NR2ai3RkLkOLjejMrLp5rR6Jy7a27gA6jotQBw%2BjOX%2FDXRJMr%2F5XkQ%2FyZeHgBy4Dn7VTSidJryZtPVY8wXBMwrSNS%2BeROL8MNmYPwn8SFDL%2FPdHtkc%2F%2BBEv8f83%2Fx5e6hqef7BV7kD7Za9FXx%2Bc5p3WvAJvTg%3D&rb=x","Manos Libres Auricular Bluetooth 24 Horas De Batería","75.000","null","(29 disponibles)"
"1661381580-39","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos inalámbricos Sony 1000X Series WH-1000XM4 black","https://www.mercadolibre.com.co/audifonos-inalambricos-sony-1000x-series-wh-1000xm4-black/p/MCO16183555#searchVariation=MCO16183555&position=18&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos inalámbricos Sony 1000X Series WH-1000XM4 black","1.279.900","Sony","(4 disponibles)"
"1661381491-7","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos inalámbricos Sony WH-CH510 negro","https://www.mercadolibre.com.co/audifonos-inalambricos-sony-wh-ch510-negro/p/MCO15397854#searchVariation=MCO15397854&position=50&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos inalámbricos Sony WH-CH510 negro","200.000","JUANFELIPEYERARD","(5 disponibles)"
"1661381555-30","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos in-ear gamer inalámbricos Haylou T Series T15 negro","https://www.mercadolibre.com.co/audifonos-in-ear-gamer-inalambricos-haylou-t-series-t15-negro/p/MCO15978838#searchVariation=MCO15978838&position=27&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos in-ear gamer inalámbricos Haylou T Series T15 negro","139.900","TEKSHOP_","(15 disponibles)"
"1661381483-4","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos Inalámbricos Bluetooth Xiaomi Redmi Buds 3 Lite","https://articulo.mercadolibre.com.co/MCO-850351409-audifonos-inalambricos-bluetooth-xiaomi-redmi-buds-3-lite-_JM?searchVariation=174099819654#searchVariation=174099819654&position=54&search_layout=stack&type=item&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos Inalámbricos Bluetooth Xiaomi Redmi Buds 3 Lite","111.995","null","(57 disponibles)"
"1661381480-3","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos Bluetooth Deportivos U8 Anti Sudor Nuevo","https://articulo.mercadolibre.com.co/MCO-654620063-audifonos-bluetooth-deportivos-u8-anti-sudor-nuevo-_JM?searchVariation=173876756744#searchVariation=173876756744&position=55&search_layout=stack&type=item&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos Bluetooth Deportivos U8 Anti Sudor Nuevo","60.705","null","(87 disponibles)"
"1661381521-18","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos in-ear inalámbricos Sony WF-C500 negro","https://www.mercadolibre.com.co/audifonos-in-ear-inalambricos-sony-wf-c500-negro/p/MCO18622695#searchVariation=MCO18622695&position=39&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos in-ear inalámbricos Sony WF-C500 negro","287.900","Sony","(28 disponibles)"
"1661381499-10","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos in-ear inalámbricos Lenovo LivePods LP1S blanco","https://www.mercadolibre.com.co/audifonos-in-ear-inalambricos-lenovo-livepods-lp1s-blanco/p/MCO18606723#searchVariation=MCO18606723&position=47&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos in-ear inalámbricos Lenovo LivePods LP1S blanco","82.000","SUPER_COMPRA_PLUS","(5 disponibles)"
"1661381502-11","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Audífonos inalámbricos Sony 1000X Series WH-1000XM5 negro","https://www.mercadolibre.com.co/audifonos-inalambricos-sony-1000x-series-wh-1000xm5-negro/p/MCO19176887#searchVariation=MCO19176887&position=46&search_layout=stack&type=product&tracking_id=6557f8a7-b4a7-4a26-a928-b02cc38aa3ff","Audífonos inalámbricos Sony 1000X Series WH-1000XM5 negro","1.716.900","Sony","(64 disponibles)"
"1661381577-38","https://listado.mercadolibre.com.co/audifonos-inal%C3%A1mbricos#D[A:audifonos%20inal%C3%A1mbricos]","Auriculares Bluetooth F9 8d Mejor Que Xiaomi Earpods Táctil","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=paWL9nmlEz8oIVcD0dhp2t4jw0qoenIZ%2BJR07cfNx2OypL6p9UUzI%2FNnCs2Uytc%2BCUWGg8AEPgi6WV8nluJ0tPLOAW8TlwS3AIF8I2EHZUmUu2Clu%2BSYOBpr7THHU%2FWszWwFrUDeMrcAJ%2F4fe%2FEMpT06whsU4BCfrVahC0YhGA4zwwsdveahnQqr7oCC6%2BwwMoIyRbzE20C8WrEPViQtUSPkdhJzoA5C2Puc%2FPnGB8ix4Czd0o48f%2BZPCTxXgK8eEZEt%2BJ2sY7nZgRK1AWDaAP5ChZkajnCT4CsKxNWUGE1S07hey66YhGx6b%2BCkkLR2R1EPlVUBr6XIum5u%2F1H%2FjZ5B19rEjy36NOzJCa53X%2FJq2GHNE7z1aBdTfiAfeBITkurdGtWzlj4%2FJVzfF6h1WSVyyx6d02Uuhp1v3xLM%2BxMbJLe%2BXfm92FxDFqtHhfNv4%2BGHcVkfCDsr80ML7M1VMznZAFPMoGobsd3HQzu%2Bpfmou7seYKw4wI%2BGiAXadKYw1LiIGm%2BNPNU%2FciO28CQUhYb9LEn4YWzz%2FeLgj8LTGAhz82FsKonI08D%2BWt8fspDJu5DbR87WQCYWqDjLHLj8rb8tfyG3%2BzMhU2d5ncCAUUVI60BVzqQ%2B3Csk6tCRgarVNFDE7CNtI6yDvFw9eJ31tHiMRd2DUtB32YEng1xkZ5fBFwNsKh%2BgVet9umHsyjBpmlup4rsUUu0ME5D7aF%2FBMhAcqN37xUvE0xtozLkmkU%2B41hO4ULfBciykA4TUbzGjF%2BO7QYXbyjpWHZFk%2BKFKD5HC&rb=x","Auriculares Bluetooth F9 8d Mejor Que Xiaomi Earpods Táctil","70.000","null","(68 disponibles)"
